ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
21292,Barcin,20-647,Deszczowa,351,35
21293,Bañkowszczyzna,71-366,Wakacyjna,622,
21294,Rogawica,34-843,Krakowska,810,12
21295,Bachowice,43-824,Golebia,259,97
21296,Balków,52-681,Jesionowa,184,90
21297,Bachmatówka,38-759,Orzechowa,725,38
21298,Bagatele,53-134,Blawatkow,569,63
21299,Rogaszyn,48-360,Wichrowa,886,94
21300,Baczków,74-303,Zgoda,845,
21301,Baczyna,77-476,Malownicza,42,
21302,Gorzuchy,70-308,Gozdzikow,433,
21303,Baliki,95-933,Rzemieslnicza,28,78
21304,Grabczok,49-942,Rumiank�w,395,
21305,Krajów,65-968,Zurawia,706,
21306,Lubianki,72-367,Wrzosow,687,54
21307,Kramarzyny,14-130,Wiklinowa,759,
21308,Baranowo,15-245,Sanatoryjna,598,
21309,Bachów,85-823,Skowronkow,464,
21310,Lady,57-305,Wrzesniowa,821,43
21311,Kramarka,97-523,Brzozowa,317,52
21312,Krzemykowo,95-272,Pszeniczna,747,18
21313,Rogity,69-315,Truskawkowa,280,
21314,Krakuszowice,81-635,Orzechowa,293,75
21315,Barcin,18-483,Zurawia,913,69
21316,Rogalin,53-610,Mlodosci,283,35
21317,Krakuszowice,36-934,Rzeczna,179,
21318,Antoniewice,51-840,Cicha,62,45
21319,Baciuty,32-581,Gerberowa,516,80
21320,Balczewo,24-537,Strefowa,956,23
21321,Lamk,23-810,Niezapominajek,982,21
21322,Lubiaszów,12-209,Wichrowa,139,
21323,Landek,26-891,Strusia,715,48
21324,Bajdyty,34-641,Podmiejska,745,
21325,Leszkiemie,52-137,Rozana,96,
21326,Bachmatówka,39-915,Przyjazni,731,92
21327,Kramarzyny,45-376,Dobra,820,
21328,Kramnik,40-579,Nadbrzezna,307,51
21329,Rogazy,10-669,Wspolna,186,42
21330,Lubczyno,81-759,Zakole,194,92
21331,Bagna,51-192,Zacisze,645,
21332,Antoniny,53-412,Zlota,629,
21333,Kupiatycze,58-101,Rumiank�w,197,66
21334,Adamki,61-472,Sloneczna,871,85
21335,Laskowa,46-832,Krawiecka,377,42
21336,Lubianka,57-355,Limbowa,472,85
21337,Rogieniczki,79-429,Grodzka,858,
21338,Bagnica,34-667,Przyjazni,813,
21339,Bandysie,90-508,Szmaragdowa,953,
21340,Barcice,72-436,Sanatoryjna,263,48
21341,Rogalów,60-579,Rzemieslnicza,195,83
21342,Adaminowo,79-356,Zbozowa,356,13
21343,Antolin,92-515,Gozdzikow,208,
21344,Rogielkajmy,46-508,Mlodosci,783,
21345,Lubasz,32-209,Wichrowa,15,48
21346,Barchlin,61-709,Brzozowa,625,
21347,Balnica,41-129,Strefowa,637,35
21348,Kramarzewo,45-990,Promykowa,697,
21349,Antonielów,28-140,Wakacyjna,697,
21350,Leszczynek,65-501,Polnocna,575,94
21351,Gorzków,72-512,Jodlowa,64,
21352,Laskowice,19-291,Krotka,768,
21353,Rogalice,97-109,Bliska,400,
21354,Laskowizna,19-199,Widokowa,349,
21355,Bachórz,51-926,Cisowa,215,4
21356,Gorzkowiczki,56-213,Ksiezycowa,487,66
21357,Bagnica,91-607,Swierkowa,906,
21358,Baniocha,13-203,Poziomkowa,225,
21359,Bachmatówka,66-252,Wisniowa,553,
21360,Lubawka,67-388,Teczy,0,71
21361,Banaszki,52-687,Promowa,780,33
21362,Ladzin,35-490,Niezapominajek,302,74
21363,Baranowo,77-585,Czeremchowa,446,28
21364,Bañska,34-767,Strumykowa,365,84
21365,Lamkowizna,37-445,Przepiorek,172,
21366,Kramarka,21-558,Ziemowita,145,8
21367,Adamczycha,58-634,Swiatowida,829,
21368,Bagniewo,30-260,Kra�cowa,947,
21369,Rogieniczki,48-824,Stoczniowcow,959,86
21370,Bagniuki,23-770,Nadbrzezna,884,
21371,Bacze,35-251,Jagodowa,719,
21372,Rogalinek,27-532,Nagietkow,534,
21373,Balbinów,58-156,Wrzesniowa,642,79
21374,Bachorze,82-642,Blekitna,783,91
21375,Bandrów,49-339,Swiatowida,638,53
21376,Bachotek,91-591,Irysow,267,52
21377,Anteczków,87-241,Nadbrzezna,166,
21378,Lubcz,94-357,Nadbrzezna,743,36
21379,Balewo,68-559,Glogowa,945,
21380,Rogalinko,95-600,Gajowa,585,
21381,Godziszewy,37-960,Brzoskwiniowa,221,
21382,Bañki,88-590,Sprezarkowa,676,24
21383,Lubatka,34-232,Czeremchowa,591,77
21384,Bajerze,85-571,Biwakowa,78,
21385,Lubatka,12-870,Zarnowiecka,876,9
21386,Balcarzowice,89-368,Slowianska,282,
21387,Gorzykowo,15-209,Grodzka,539,2
21388,Baniewice,11-392,Klonowa,421,
21389,Bagatele,64-921,Deszczowa,967,
21390,Antoniewo,54-627,Panoramiczna,561,6
21391,Kupienin,30-997,Jarzebinowa,864,65
21392,Barciszewo,20-558,Brzoskwiniowa,730,
21393,Adamek,49-506,Truskawkowa,899,
21394,Bacze,66-495,Wiazowa,177,66
21395,Lamkówko,54-100,Nadbrzezna,464,76
21396,Lakiele,71-133,Krotka,680,31
21397,Badulki,59-445,Jeziorna,310,63
21398,Bachórz,50-943,Zyzna,510,
21399,Adamczowice,13-617,Alabastrowa,193,
21400,Antoniewo,63-146,Sliwkowa,873,
21401,Baciuty,96-467,Lakowa,390,
21402,Bagienko,72-692,Sadowa,846,
21403,Laska,17-915,Szeroka,124,
21404,Baraniec,70-859,Jasna,272,
21405,Bagieniec,68-742,Spoldzielcza,435,23
21406,Krzepczów,89-317,Mirtowa,901,
21407,Rogaszyn,67-860,Szyprow,435,
21408,Antoninów,96-891,Kasztanowa,738,9
21409,Barciszewo,77-815,Wichrowa,845,
21410,Kramarka,37-839,Slonecznikow,449,
21411,Krzemykowo,94-889,Rybacka,946,2
21412,Lubecko,57-386,Kupiecka,343,
21413,Barciszewo,51-286,Pocztowa,217,
21414,Lubian,25-675,Gerberowa,274,
21415,Leszczyniak,40-515,Mlynska,517,49
21416,Antoniów,11-551,Lniana,4,97
21417,Lubianka,77-381,Glogowa,983,
21418,Laskowa,68-276,Nasturcji,886,18
21419,Baraki,21-941,Klonowa,268,11
21420,Barchów,58-434,Wodnika,442,53
21421,Laskowizna,37-160,Zacisze,220,75
21422,Gorzyczany,82-467,Gerberowa,750,
21423,Grabczok,26-549,Zefirowa,180,74
21424,Leszczynka,99-707,Pigwowa,678,
21425,Banachy,44-178,Macierzy,805,25
21426,Kramsk,30-234,Jezynowa,573,94
21427,Adaminowo,75-770,Nadbrzezna,623,46
21428,Adamowo,84-521,Niepodleglosci,257,
21429,Krakuszowice,26-539,Dobra,699,89
21430,Krzepocin,94-686,Wierzbowa,596,
21431,Godziszów,50-133,Owsiana,378,42
21432,Rogalki,36-581,Widokowa,243,31
21433,Baraniec,19-240,Jabloniowa,391,
21434,Bagienica,26-438,Ptasia,969,92
21435,Rogaszyn,94-898,Zytnia,687,59
21436,Balczewo,19-821,Dworcowa,16,
21437,Bakaniuk,18-832,Irysow,784,
21438,Gorzykowo,94-827,Debowa,652,
21439,Barak,35-646,Mlodosci,586,10
21440,Balnica,17-814,Gerberowa,997,
21441,Bagienko,41-782,Kupiecka,100,
21442,Lubatowa,16-628,Truskawkowa,509,19
21443,Lubczyna,51-256,Sliwkowa,112,30
21444,Balinka,15-194,Strefowa,426,54
21445,Kupnina,11-615,Zytnia,803,59
21446,Rogalów,36-425,Topolowa,665,10
21447,Adamowa,17-662,Pocztowa,703,31
21448,Kramkowo,90-211,Stoczniowcow,185,
21449,Abramy,88-599,Wiklinowa,218,
21450,Lasaki,28-413,Owsiana,115,
21451,Rogatka,76-676,Teczy,570,4
21452,Grabek,57-500,Polnocna,830,
21453,Balcerów,38-734,Malinowa,917,47
21454,Barce,99-856,Rzemieslnicza,10,
21455,Krzepocinek,30-127,Topolowa,179,
21456,Antoniew,50-412,Slaska,892,
21457,Lubaszcz,25-304,Kra�cowa,151,
21458,Balinka,73-130,Swierkowa,906,24
21459,Abramów,90-575,Lakowa,100,64
21460,Kupno,38-910,Slonecznikow,478,
21461,Grabczok,46-543,Parkowa,245,47
21462,Laska,27-353,Modrzewiowa,284,
21463,Kupinin,50-280,Boczna,578,57
21464,Badrzychowice,67-702,Nadbrzezna,325,
21465,Antoniówka,57-489,Wesola,955,41
21466,Krakówek,86-891,Rzepakowa,71,
21467,Kuplisk,40-739,Skowronkow,274,16
21468,Barcino,33-899,Bzow,758,
21469,Antoniewko,53-428,Nasturcji,18,
21470,Antolka,68-611,Plowce,561,82
21471,Ladeniska,98-670,Jabloniowa,435,7
21472,Adampol,58-306,Zlota,302,
21473,Lubianek,39-582,Magnolii,811,98
21474,Bajerze,53-806,Blekitna,445,
21475,Rogielkajmy,45-195,Torfowa,785,63
21476,Rogienice,95-688,Krotka,997,
21477,Adamówek,48-657,Promykowa,941,37
21478,Antonie,64-358,Blekitna,651,20
21479,Bachów,79-680,Zielona,534,
21480,Adamczycha,98-648,Pogodna,598,
21481,Antonowo,65-589,Cisowa,7,74
21482,Abisynia,69-831,Sportowa,9,
21483,Luberadz,89-744,Rozana,88,
21484,Badulki,97-159,Makow,496,31
21485,Kupienin,26-329,Papiernicza,493,
21486,Ladeniska,39-249,Fiolkow,106,
21487,Landzmierz,14-829,Kasztanowa,296,40
21488,Kramarzewo,48-803,Przyjazni,711,45
21489,Antonina,98-835,Zurawinowa,322,
21490,Rogity,38-307,Rzepakowa,551,
21491,Krakulice,41-329,Morska,410,
21492,Barcza,93-774,Szafirkow,470,
21493,Lubawa,74-303,Leszczynowa,522,41
21494,Lamki,16-912,Azaliowa,561,
21495,Kuplisk,61-223,Spokojna,813,22
21496,Laliki,37-984,Klonowa,435,80
21497,achanowo,27-667,Podmiejska,290,40
21498,Leszczynka,92-339,Brzozowa,741,
21499,Ladeniska,82-427,Palmowa,131,64
21500,Bachury,29-207,Owsiana,383,
21501,Anonin,74-481,Zyzna,651,
21502,Grabia,71-344,Ziemowita,643,13
21503,Ladzin,95-426,Pigwowa,813,
21504,Laliny,59-967,Dworcowa,733,25
21505,Rogalik,21-850,Golebia,748,94
21506,Rogienice,59-382,Stokrotek,357,23
21507,Lubartów,64-606,Rzemieslnicza,311,
21508,Baranowo,51-361,Olchowa,683,
21509,Bagatela,86-278,Zgoda,419,
21510,Abramy,35-992,Promykowa,742,
21511,Barce,46-247,Smiala ,277,16
21512,Lubiana,19-167,Blawatkow,740,
21513,Baran,19-684,Wiklinowa,538,
21514,Gorzków,63-736,Sliwkowa,600,90
21515,Gorzkowice,75-590,Pigwowa,949,41
21516,Baczyn,75-473,Alabastrowa,313,43
21517,Gorzyce,50-676,Promowa,314,
21518,Gorzków,93-893,Wierzbowa,497,14
21519,achanowo,20-683,Spokojna,267,3
21520,Bachotek,42-449,Mirtowa,505,
21521,Krakowice,35-883,Koronkowa,932,10
21522,Barbarówka,21-731,Cicha,854,
21523,Lafajetowo,46-171,Panoramiczna,144,
21524,Bale,47-772,Pigwowa,914,80
21525,Adaminowo,72-940,Macierzy,675,
21526,Rogalik,18-499,Daleka,255,
21527,Kupinin,68-838,Zakole,407,
21528,Adamówka,46-657,Strumykowa,636,78
21529,Gorzycko,77-850,Sezamkowa,543,
21530,Abramowice,14-755,Rybacka,424,
21531,Adamowo,50-347,Sarzynska,636,69
21532,Krakowiany,26-554,Jachtowa,895,2
21533,Laliny,82-578,Limbowa,2,
21534,Antoniki,13-331,Zgoda,89,
21535,Antonina,87-293,Rycerska,455,78
21536,Laskowizna,64-842,Zytnia,985,63
21537,Lubianki,42-759,Wrzesniowa,672,
21538,Laska,44-890,Wiklinowa,790,
21539,Antoninek,62-355,Brzozowa,934,
21540,Barcino,88-195,Sosnowa,198,53
21541,Gorzków,59-936,Zalesie,510,15
21542,Barchnowy,17-995,Zgoda,50,17
21543,Gorzycko,30-540,Makow,592,
21544,Leszkomin,33-244,Glogowa,780,
21545,Laryszów,88-842,Rycerska,973,86
21546,Baligród,37-147,Sliwkowa,103,73
21547,Banica,41-844,Cisowa,887,
21548,Bajkowizna,50-937,Paproci,675,57
21549,Balewo,42-657,Tychowska,287,93
21550,Adamkowo,21-505,Malinowa,458,74
21551,Leszkiemie,84-924,Kasztanowa,397,12
21552,Rogalinko,80-994,Szkutnicza,838,55
21553,Kramsk,37-989,Swierkowa,631,
21554,Bañska,61-284,Orlikow,862,55
21555,Gorzyca,15-669,Slonecznikow,896,84
21556,Laskownica,19-969,Mlynska,654,39
21557,Baliki,59-730,Akacjowa,845,
21558,Bale,30-991,Jagodowa,690,11
21559,Antoniówka,18-836,Czeremchowa,997,
21560,Gorzków,10-927,Cedrowa,691,
21561,Antoniny,85-532,Jabloniowa,218,
21562,Gorzuchowo,58-551,Mlynska,136,76
21563,Bachorzew,64-535,Zyzna,895,
21564,Krzepielów,35-557,Podmiejska,376,24
21565,Kuranów,70-575,Czeremchowa,380,
21566,Lalin,30-618,Blawatkow,236,
21567,Adamki,69-267,Krakowska,632,66
21568,Kramarzówka,41-910,Papiernicza,250,
21569,Krapkowice,16-301,Bursztynowa,761,
21570,Rogazy,64-698,Krokusow,544,
21571,Lanckorona,90-402,Szafranowa,131,
21572,Adamierz,88-746,Zgoda,98,
21573,Grabianowo,40-733,Promowa,171,
21574,Krakowice,34-721,Szmaragdowa,118,14
21575,Baniocha,42-132,Harcerska,941,50
21576,Bagnica,26-693,Sloneczna,863,60
21577,Balice,56-473,Dobra,963,
21578,Bañska,26-822,Slowikow,205,
21579,Las,44-180,Jasna,687,33
21580,achanowo,59-637,Szeroka,222,
21581,Bañska,78-625,Blekitna,980,70
21582,Ladorudzek,54-362,Zlota,619,26
21583,Antomieszki,31-526,Bursztynowa,700,
21584,Krzepice,28-913,Gajowa,875,59
21585,Bagrowo,74-121,Szkolna,345,40
21586,Lasaki,99-812,Debowa,105,45
21587,Baciki,97-925,Wichrowa,617,
21588,Gorzupia,52-493,Wrzosow,45,38
21589,Ladzin,33-345,Jabloniowa,186,
21590,Bagienko,19-962,Mirtowa,62,31
21591,Barankowo,39-675,Torfowa,202,40
21592,Banica,40-810,Mlynska,16,62
21593,Kupimierz,75-630,Akacjowa,774,
21594,Kramkowo,16-841,Przepiorek,435,52
21595,Banica,61-404,Biwakowa,434,
21596,Antoniewice,51-958,Pogodna,603,
21597,Kramkówka,21-575,Zeglarska,591,18
21598,Lubejki,80-444,Palmowa,118,
21599,Adamczycha,44-188,Polna,513,9
21600,Bachorce,16-985,Zacisze,477,
21601,Bajorski,40-666,Strumykowa,797,
21602,Barce,23-133,Plowce,76,37
21603,Ladorudzek,21-280,Golebia,134,57
21604,Bagna,53-937,Grodzka,739,
21605,Barce,19-979,Wedrowna,577,32
21606,Adamówek,55-400,Promykowa,814,26
21607,Bagienko,83-179,Saperow,854,
21608,Kramarzewo,76-686,Sarzynska,567,
21609,Antolin,83-546,Debowa,161,31
21610,Baranica,96-321,Lniana,510,
21611,Kupno,42-303,Sportowa,447,59
21612,Krzesimowo,52-557,Jagodowa,897,
21613,Rogalki,71-886,Promykowa,503,36
21614,Kurabka,67-882,Palmowa,11,4
21615,Antonielów,66-221,Promowa,864,
21616,Bachowice,94-301,Pancerniakow,319,10
21617,Lubianków,54-386,Jarzebinowa,879,48
21618,Langanki,37-734,Limbowa,332,
21619,Rogalki,99-166,Strefowa,241,66
21620,Barcinek,96-385,Letnia,261,17
21621,Rogalki,47-321,Orzechowa,387,
21622,Leszczyn,46-307,Lesna,704,75
21623,Bachorzewo,84-610,Ptasia,678,71
21624,Lubenia,16-493,Orlikow,563,
21625,Krzesimowo,14-776,Fiolkow,974,98
21626,Antolin,72-281,Czeresniowa,565,
21627,Gorzyca,36-886,Glogowa,638,36
21628,Balików,46-110,Szeroka,239,19
21629,Annówka,10-903,Strefowa,990,
21630,Antoninów,60-458,Limbowa,806,55
21631,Rogi,85-140,Orlikow,322,
21632,Gorzkowiczki,93-984,Morska,388,59
21633,Banaszki,19-592,Magnolii,570,
21634,Adamin,56-741,Zyzna,221,37
21635,Rogawka,62-396,Koronkowa,323,
21636,Adamowice,25-362,Rybacka,763,
21637,Kupce,46-722,Zytnia,608,92
21638,Baranów,84-189,Daleka,460,
21639,Lubatka,55-295,Boczna,376,89
21640,Grabianów,69-678,Sosnowa,517,
21641,Krakulice,96-697,Kalinowa,794,52
21642,Bañkowszczyzna,55-895,Zlotych Klosow,337,41
21643,Kupientyn,10-883,Czeremchowa,37,
21644,Barchlin,14-481,Rozana,500,73
21645,Kupiatycze,39-662,Dworcowa,546,95
21646,Bacze,99-505,Daleka,374,
21647,Rogi,44-696,Pocztowa,112,
21648,Adamin,17-813,Malownicza,508,53
21649,Balczewo,31-898,Zurawia,776,6
21650,Ladorudzek,57-871,Zytnia,526,69
21651,Bañska,66-503,Grodzka,217,99
21652,Antoninek,41-575,Nagietkow,740,69
21653,Balczewo,48-258,Pogodna,557,
21654,Leszczynek,43-911,Irysow,715,64
21655,Kramkowo,38-640,Czeresniowa,351,
21656,Krzepocin,86-674,Strumykowa,755,
21657,Antolka,95-700,Cisowa,581,89
21658,Rogienice,60-900,Rzepakowa,504,
21659,Bagatela,14-332,Azaliowa,89,17
21660,Bagniuki,30-417,Biwakowa,876,83
21661,Rogazy,57-886,Spokojna,15,
21662,Antoniny,47-196,Paproci,994,
21663,Lafajetowo,90-292,Opalowa,890,70
21664,Baran,35-639,Bliska,369,
21665,Laskowo,51-433,Sezamkowa,445,
21666,Adamów,92-575,Deszczowa,88,
21667,Balcerów,65-858,Pogodna,802,
21668,Bajerze,96-596,Makow,486,
21669,Lubaszowa,47-642,Papiernicza,513,
21670,Barchaczów,35-907,Hebanowa,82,
21671,Laryszów,19-479,Sprezarkowa,659,
21672,Kupimierz,35-596,Tradycji,51,
21673,Krzeptów,59-891,Rozana,900,
21674,Gorzycko,60-526,Zarnowiecka,40,34
21675,Bachórzec,78-120,Poziomkowa,815,99
21676,Antolka,84-476,Opalowa,469,
21677,Kranów,30-665,Zwyciestwa,908,37
21678,Kranów,92-392,Mirtowa,368,
21679,Adamowice,84-137,Sarzynska,742,
21680,Adamczycha,78-850,Azaliowa,329,59
21681,Kupienino,46-987,Jesionowa,207,68
21682,Laskowiec,48-730,Strumykowa,798,
21683,Grabianowo,40-857,Kwiatowa,161,
21684,Rogalinek,13-694,Szyprow,27,22
21685,Lasanka,69-127,Cisowa,11,
21686,Ladeniska,94-735,Spokojna,489,
21687,Rogity,26-783,Tychowska,727,
21688,Bagatela,60-518,Makow,70,62
21689,Rogawka,56-681,Wisniowa,41,5
21690,Rogieniczki,13-823,Polna,135,
21691,Laskownica,76-304,Deszczowa,162,53
21692,Badrzychowice,75-821,Spoldzielcza,730,40
21693,Adamowizna,79-456,Slupska,949,22
21694,Lalkowy,98-876,Akacjowa,31,
21695,Antonie,56-503,Kra�cowa,742,75
21696,Adamów,21-819,Tychowska,963,64
21697,Abramy,83-445,Zwyciestwa,625,
21698,Ladorudzek,90-888,Orzechowa,379,
21699,Bacze,96-717,Wspolna,988,
21700,Lasaki,21-407,Kalinowa,713,2
21701,Baczków,75-711,Mlynska,116,
21702,Baldwinowice,34-754,Bzow,204,42
21703,Kramsk,98-864,Slaska,99,41
21704,Rogielkajmy,85-148,Hebanowa,127,7
21705,Kraków,45-619,Strusia,932,29
21706,Adamek,80-703,Zlotych Klosow,532,83
21707,Barbarówka,24-340,Azaliowa,696,
21708,Lubianek,56-204,Stoczniowcow,699,67
21709,Abramowice,37-859,Jarzebinowa,7,
21710,Badów,95-201,Modrzewiowa,582,
21711,Bagienko,89-378,Ksiezycowa,48,
21712,Baranica,50-295,Zurawia,567,78
21713,Barankowo,30-979,Gerberowa,253,33
21714,Krakulice,96-575,Pigwowa,786,
21715,Lubianek,12-286,Wiazowa,847,50
21716,Adaminowo,36-710,Strumykowa,756,21
21717,Baciuty,50-224,Sanatoryjna,611,87
21718,Kupienino,14-662,Krawiecka,873,5
21719,Adamów,89-293,Tatarakow,692,91
21720,Adamczowice,67-481,Deszczowa,719,
21721,Rogalin,80-364,Topolowa,238,40
21722,Adaminowo,99-157,Pocztowa,786,38
21723,Laliny,97-834,Boczna,587,80
21724,Leszczyniak,25-808,Papiernicza,746,
21725,Abramy,73-179,Debowa,792,17
21726,Krzepczów,13-379,Tkacka,713,8
21727,Krapkowice,49-624,Klonowa,19,
21728,Leszczyniec,56-623,Zyzna,133,
21729,Kupno,35-259,Parkowa,885,
21730,Bachorza,55-549,Tulipanow,29,
21731,Kupce,48-775,Zlotych Klosow,843,
21732,Baciuty,86-140,Tatarakow,427,59
21733,Kupienino,44-861,Szafranowa,565,
21734,Krzesimowo,84-877,Cedrowa,51,
21735,Lubianki,60-643,Owsiana,519,70
21736,Antoniewko,18-649,Pogodna,379,
21737,Bagienki,28-923,Wspolna,228,
21738,Rogalinek,78-719,Dworcowa,951,
21739,Lubatka,61-415,Koronkowa,644,
21740,Krapkowice,75-566,Orzechowa,578,93
21741,Antonia,68-705,Rzepakowa,725,97
21742,Adamowo,48-866,Slupska,3,78
21743,Bajorski,19-311,Glogowa,795,
21744,Adamowizna,95-793,Wichrowa,568,45
21745,Laliny,81-665,Krokusow,80,
21746,Rogaszyn,24-689,Jesionowa,890,26
21747,Balewo,47-336,Dworcowa,318,83
21748,Bachów,65-714,Palmowa,984,87
21749,Godziszewy,67-740,Palmowa,63,
21750,Rogaszyn,62-961,Rozana,488,67
21751,Antonowo,61-837,Prosta,305,
21752,Lalkowy,37-398,Slowikow,203,
21753,Landek,49-334,Jodlowa,955,
21754,Bania,50-128,Jabloniowa,514,14
21755,Rogalino,50-991,Kasztanowa,448,
21756,Leszczyn,67-892,Rzeczna,551,
21757,Lalin,76-271,Bzow,147,
21758,Bagienki,68-466,Zyzna,929,
21759,Barany,51-414,Saperow,414,76
21760,Banino,84-645,Syrenki,443,
21761,Grabanów,79-673,Syrenki,558,
21762,Bakaniuk,31-863,Akacjowa,181,
21763,Bajdy,44-918,Biwakowa,37,54
21764,Krakówek,91-651,Sarzynska,448,42
21765,Baranówek,49-967,Jabloniowa,736,93
21766,achanowo,64-452,Strumykowa,697,
21767,Kramarzówka,88-907,Rubinowa,125,41
21768,Abisynia,91-135,Przepiorek,56,60
21769,Rogalinek,44-845,Jesionowa,661,61
21770,Baczki,85-501,Lakowa,8,
21771,Kupienin,43-608,Brzoskwiniowa,521,
21772,Rogalice,45-467,Kalinowa,849,92
21773,Lamkowo,56-304,Ziemowita,709,49
21774,Gorzyce,84-594,Spokojna,370,84
21775,Bajkowizna,34-461,Ziemowita,439,58
21776,Ladorudzek,36-114,Golebia,597,
21777,Bale,87-224,Poziomkowa,587,
21778,Lubczyna,36-287,Kra�cowa,65,54
21779,Adamierz,76-712,Bursztynowa,575,2
21780,Lamkowo,94-461,Promykowa,160,
21781,Antoniki,24-277,Debowa,21,72
21782,Krzepocin,23-436,Krokusow,149,6
21783,Bandrów,98-369,Strefowa,237,
21784,Bagniuki,19-219,Tatarakow,826,13
21785,Bagniewo,13-345,Blawatkow,309,
21786,Kupno,92-715,Morska,586,
21787,Kupiatycze,52-289,Jarzebinowa,891,
21788,Rogalice,92-407,Zorzy,52,
21789,Rogaszyn,51-366,Wichrowa,605,
21790,Barcinek,72-415,Malinowa,17,2
21791,Luberadz,88-626,Gwiezdna,993,26
21792,Badrzychowice,21-413,Promowa,479,
21793,Lubartów,89-813,Wierzbowa,214,
21794,Adamierz,97-816,Cisowa,187,
21795,Bagatela,31-959,Projektantow,208,75
21796,Baraniec,10-665,Sezamkowa,683,
21797,Barcin,93-778,Krakowska,602,
21798,Bachmackie,24-469,Gajowa,520,0
21799,Lubiaszów,93-691,Nagietkow,895,
21800,Barce,22-285,Krakowska,128,20
21801,Bajerze,76-196,Golebia,421,25
21802,Krapkowice,40-252,Zacisze,893,47
21803,Landek,98-655,Rzepakowa,53,
21804,Lalkowy,23-456,Jagodowa,316,
21805,Balczewo,97-641,Cedrowa,900,7
21806,Bajorski,33-101,Wisniowa,817,
21807,Lafajetowo,42-868,Sadowa,775,
21808,Balnica,99-970,Strefowa,162,
21809,Antoniny,14-261,Akacjowa,599,
21810,Kuplisk,60-246,Promykowa,292,
21811,Bajerze,28-175,Pogodna,778,6
21812,Leszkiemie,17-433,Malownicza,152,
21813,Lubatówka,71-687,Rozana,340,
21814,Krakulice,69-788,Niepodleglosci,223,36
21815,Krzepice,50-652,Grodzka,785,74
21816,Leszczyniak,15-378,Jodlowa,974,82
21817,Adamowa,61-317,Szmaragdowa,12,
21818,Lamk,36-494,Jodlowa,237,10
21819,Ladeniska,16-491,Modrzewiowa,606,
21820,Bachórzec,21-614,Azaliowa,608,
21821,Baranowo,35-219,Azaliowa,780,
21822,Baran,62-654,Wiazowa,316,87
21823,Lubczyno,97-327,Szpitalna,941,
21824,Adampol,85-202,Kupiecka,769,93
21825,Kupinin,66-795,Tychowska,988,0
21826,Kramarka,58-384,Czeresniowa,967,71
21827,Laskowa,99-534,Bliska,309,66
21828,Lubaty,23-478,Sosnowa,380,
21829,Laskowiec,10-373,Papiernicza,110,
21830,Kupinin,22-185,Jasminowa,60,
21831,Balików,41-538,Leszczynowa,308,58
21832,Bajtkowo,42-175,Bzow,420,55
21833,Krzepin,74-490,Gerberowa,201,
21834,Bagienki,43-834,Cedrowa,762,2
21835,Lubecko,37-689,Palmowa,399,
21836,Barchów,57-756,Gwiezdna,711,47
21837,Rogi,82-611,Nasturcji,881,99
21838,Kramarzówka,57-669,Pszeniczna,339,10
21839,Bagienki,32-281,Paproci,537,3
21840,Balnica,75-132,Wrzosow,39,
21841,Antonowo,86-480,Zytnia,872,
21842,Baranki,25-486,Tychowska,464,
21843,Lubcz,27-100,Jesionowa,779,
21844,Bajdy,49-912,Wiazowa,97,
21845,Bagienica,50-852,Wakacyjna,649,
21846,Laliki,68-656,Szmaragdowa,267,15
21847,Bachmatówka,17-436,Rzepakowa,104,37
21848,Bagienica,14-563,Sezamkowa,565,78
21849,Lubenka,35-251,Wodnika,949,
21850,Kupientyn,38-268,Krakowska,758,
21851,Banie,76-918,Wspolna,13,35
21852,achanowo,55-600,Promowa,947,10
21853,Grabianka,57-335,Pocztowa,771,6
21854,Gorzuchy,29-867,Biwakowa,0,50
21855,Rogawka,64-744,Syrenki,80,
21856,Lubianek,23-392,Krawiecka,744,55
21857,Grabanów,73-544,Nasturcji,410,35
21858,Barbarka,12-993,Syrenki,844,15
21859,Lamki,71-387,Olchowa,668,15
21860,Lubianki,94-932,Mahoniowa,245,90
21861,Laskowo,86-119,Hebanowa,455,71
21862,Gorzyce,38-289,Malownicza,486,62
21863,Grabianów,82-836,Sadowa,479,17
21864,Kuplisk,77-174,Jabloniowa,476,35
21865,Baciuty,27-796,Slowianska,678,1
21866,Lubartów,32-251,Prosta,271,2
21867,Bachury,77-405,Zalesie,660,
21868,Gorzyczki,43-755,Alabastrowa,881,79
21869,Kramsk,85-492,Cedrowa,791,10
21870,Adaminowo,32-674,Olchowa,143,47
21871,Annówka,63-510,Slupska,927,8
21872,Gorzuchy,55-160,Sezamkowa,284,
21873,Baranówka,35-323,Gwiezdna,339,59
21874,Rogaszyce,33-869,Slowianska,279,
21875,Bagniewo,66-487,Promykowa,328,41
21876,Kramarka,48-759,Morska,359,
21877,Baldram,61-911,Kalinowa,7,
21878,Bale,80-874,Pogodna,801,70
21879,Bachlawa,86-588,Jasna,824,
21880,Balcarzowice,19-583,Gajowa,433,
21881,Leszczyniak,35-992,Gwiezdna,600,40
21882,Lubejki,56-366,Kalinowa,22,
21883,Bachotek,23-904,Niepodleglosci,38,5
21884,Gorzyczki,99-642,Pszeniczna,698,
21885,Lasaki,78-340,Gęsia,687,67
21886,Bagienki,96-278,Tkacka,930,26
21887,Rogi,25-985,Diamentowa,822,73
