id,miasto,kod_pocztowy,ulica,nr_budynku,nr_lokalu
9919,Balewo,64-427,Macierzy,771,
9920,Lubiaszów,81-762,Gajowa,114,11
9921,Lanckorona,38-889,Brzoskwiniowa,530,23
9922,Lasanka,73-408,Mirtowa,600,10
9923,Adampol,78-739,Sarzynska,618,59
9924,Grabce,34-292,Niepodleglosci,528,
9925,Lubcz,82-585,Strusia,743,
9926,Luberadz,84-239,Promykowa,592,
9927,Baran,76-527,Bzow,938,49
9928,Rogienice,57-146,Jarzebinowa,410,72
9929,Annówka,74-772,Gajowa,96,
9930,Laliki,79-866,Spacerowa,96,
9931,Gorzkowiczki,18-569,Wiatrow,753,
9932,Lasek,51-895,Podmiejska,451,97
9933,Rogaszyce,93-509,Parkowa,374,
9934,Laskowizna,67-226,Krokusow,365,
9935,Antonia,78-204,Jeziorna,914,8
9936,Bagatelka,85-257,Cicha,759,
9937,Luberadzyk,10-739,Czeresniowa,214,
9938,Bagrowo,53-476,Ulanska,323,0
9939,Rogatka,91-911,Rzepakowa,812,
9940,Laski,31-747,Szyprow,504,80
9941,Leszczynek,88-797,Fiolkow,784,86
9942,Lamk,83-666,Daktylowa,813,
9943,Lacka,33-939,Pancerniakow,508,
9944,Gorzykowo,13-100,Polna,1,65
9945,Lubatowa,27-606,Rzeczna,7,60
9946,Krzepczów,27-657,Podmiejska,928,98
9947,Kupin,96-537,Dworcowa,440,58
9948,Achrymowce,23-326,Bzow,369,
9949,Gorzycko,95-536,Polnocna,633,
9950,Bachus,51-515,Macierzy,994,
9951,Antonin,17-575,Morska,760,58
9952,Adamkowo,56-126,Ptasia,206,91
9953,Rogazy,88-277,Harcerska,781,
9954,Abramów,41-162,Krakowska,310,
9955,Lubatka,56-985,Szafirkow,407,73
9956,Gorzków,61-504,Topolowa,81,87
9957,Baranówek,49-592,Dworcowa,270,
9958,Baciki,85-194,Swiatowida,544,
9959,Rogielkajmy,59-760,Kupiecka,29,
9960,Rogaszyn,60-114,Slupska,782,73
9961,Adamowo,94-673,Pogodna,289,
9962,Baniocha,11-443,Macierzy,363,
9963,Antonówka,90-988,Wodnika,140,4
9964,Kuplisk,66-313,Cicha,665,
9965,Lasaki,28-782,Mahoniowa,594,
9966,Lubatka,18-615,Stokrotek,929,42
9967,Lalin,63-723,Mlynska,935,
9968,Kramnik,94-177,Czeresniowa,83,
9969,Antolka,32-322,Ksiezycowa,830,54
9970,Lubianki,79-973,Zlotych Klosow,419,28
9971,Lubian,58-781,Brzoskwiniowa,298,37
9972,Antolka,42-491,Lniana,606,
9973,Gorzkowice,39-554,Slonecznikow,671,
9974,Rogi,61-169,Spoldzielcza,998,11
9975,Antoninek,82-529,Dworcowa,959,52
9976,Antoniew,50-322,Poziomkowa,404,41
9977,Antonowo,51-608,Alabastrowa,666,
9978,Laskowizna,14-801,Akacjowa,341,
9979,Kranów,68-380,Paproci,724,
9980,Barcinek,63-973,Zytnia,55,26
9981,Bagniuki,32-447,Slaska,523,
9982,Baniewice,45-248,Jabloniowa,86,
9983,Banaszki,78-381,Orlikow,249,48
9984,Laskowizna,27-872,Poziomkowa,11,
9985,Landzmierz,29-979,Bliska,631,38
9986,Laskowa,85-666,Szafranowa,658,
9987,Krakówek,26-440,Slaska,116,
9988,Lubatówka,75-773,Irysow,437,
9989,Bagnica,40-144,Ptasia,804,
9990,Lamki,74-425,Jabloniowa,272,84
9991,Antonów,11-161,Harcerska,265,71
9992,Lubcz,24-453,Jasminowa,86,
9993,Baranowice,69-590,Jasminowa,258,51
9994,Ladorudzek,46-825,Sportowa,957,31
9995,Barcie,67-934,Olchowa,71,59
9996,Bagdad,72-683,Zyzna,798,7
9997,Antomieszki,28-251,Lakowa,284,47
9998,Kupnina,95-154,Kasztanowa,817,
9999,Krzepice,56-222,Rzemieslnicza,341,
10000,Godziszewy,13-392,Orlikow,670,50
10001,Leszczyny,34-209,Sloneczna,158,
10002,Lubianka,87-896,Sarzynska,350,89
10003,Bachowice,14-829,Biwakowa,723,7
10004,Abramowice,68-709,Szkolna,434,
10005,Banachy,88-553,Wiklinowa,141,
10006,Krakówek,94-901,Wrzosow,977,68
10007,Laskowizna,12-841,Syrenki,35,20
10008,Baranów,64-705,Blawatkow,589,
10009,Annówka,94-485,Jasna,277,
10010,Laskowizna,85-841,Harcerska,502,35
10011,Kupce,89-231,Slaska,789,18
10012,Abisynia,37-860,Prosta,437,37
10013,Bachmatówka,33-409,Tulipanow,889,76
10014,Baczyn,12-698,Jodlowa,154,96
10015,Rogalinek,68-882,Blekitna,788,91
10016,Balików,59-979,Leszczynowa,720,
10017,Rogalin,60-255,Czeremchowa,817,88
10018,Baranów,80-162,Strefowa,427,
10019,Antonina,25-708,Zielone Wzgorze,487,40
10020,Barany,95-837,Boczna,916,
10021,Bajdy,88-285,Zyzna,769,44
10022,Abramów,58-601,Sosnowa,781,
10023,Rogalinko,97-482,Tulipanow,247,94
10024,Lanckorona,89-285,Grodzka,345,
10025,Balbinów,65-350,Brzoskwiniowa,807,
10026,Rogawka,32-789,Leszczynowa,169,
10027,Baczyn,25-397,Hebanowa,97,63
10028,Barak,69-109,Teczy,58,
10029,Anonin,70-101,Czeremchowa,492,81
10030,Barchlin,90-637,Lesna,835,
10031,Kupce,64-726,Solecka,787,62
10032,Leszkiemie,41-690,Zgoda,30,
10033,Krzepielów,13-968,Spacerowa,322,14
10034,Bañki,96-665,Smiala ,6,99
10035,Kurabka,62-400,Zlota,256,79
10036,Adamek,38-884,Daktylowa,279,
10037,Leszczyniak,32-461,Prosta,689,
10038,Rogi,75-406,Zakole,876,
10039,Krzepin,77-900,Roz,198,
10040,Bachorzewo,12-364,Roz,260,17
10041,Rogawica,55-668,Torfowa,270,28
10042,Leszczyna,17-108,Grodzka,180,
10043,Leszczyniec,47-880,Przepiorek,381,
10044,Kramarka,54-906,Wiatrow,610,
10045,Kupimierz,26-999,Tulipanow,954,72
10046,Bagienica,97-403,Slowikow,179,
10047,Barcinek,87-493,Rzemieslnicza,180,
10048,Rogawka,22-372,Dworcowa,381,1
10049,Krapkowice,88-218,Tatarakow,178,82
10050,Krzepice,68-429,Zlotych Klosow,401,
10051,Rogienice,52-243,Rzemieslnicza,959,52
10052,Lubaszowa,19-266,Jezynowa,889,
10053,Badrzychowice,39-936,Swierkowa,76,
10054,Ladzin,85-278,Kupiecka,243,58
10055,Barcza,38-710,Solecka,579,
10056,Krzepocin,86-135,Rumiank�w,434,50
10057,Bachórz,85-527,Cisowa,182,
10058,Antonielów,21-638,Nadbrzezna,397,14
10059,Lubianka,78-724,Pancerniakow,253,
10060,Gorzyczki,82-857,Lakowa,243,54
10061,Badów,97-604,Sanatoryjna,148,
10062,Rogierówko,24-652,Jesionowa,144,84
10063,Adamowizna,45-832,Bajkowa,521,99
10064,Rogalice,75-802,Jezynowa,726,96
10065,Lasaki,42-833,Spoldzielcza,807,93
10066,Bajory,34-478,Sanatoryjna,521,69
10067,Kupowo,66-754,Zyzna,776,94
10068,Lubiaszów,45-933,Sanatoryjna,871,44
10069,Antoniewko,11-703,Pogodna,220,
10070,Rogalik,32-219,Szmaragdowa,693,52
10071,Rogaszyce,66-560,Wedrowna,169,
10072,Barcie,37-692,Parkowa,814,
10073,Baraki,23-859,Makow,109,69
10074,Adaminowo,17-254,Niezapominajek,587,
10075,Bakaniuk,92-890,Deszczowa,89,28
10076,Antoniewo,36-163,Zalesie,0,
10077,Banino,66-364,Sportowa,153,
10078,Baldram,74-480,Zakole,311,69
10079,Antonina,37-128,Wedrowna,538,3
10080,Barciany,99-398,Zalesie,162,34
10081,Lalkowy,99-732,Liliowa,205,
10082,Antonowo,93-272,Pocztowa,235,45
10083,Antoniów,40-220,Sarzynska,676,
10084,Baniewice,79-612,Rybacka,58,1
10085,Bagrowo,86-964,Wesola,788,
10086,Baczyn,27-775,Deszczowa,360,
10087,Bachórz,54-176,Projektantow,262,58
10088,Kraplewo,11-109,Ziemowita,310,
10089,Krzepice,48-481,Letnia,562,
10090,Godziszewo,48-946,Jachtowa,526,37
10091,Krakulice,40-127,Szkolna,725,58
10092,Adamowizna,55-842,Cisowa,872,
10093,Bajdyty,74-414,Brzozowa,795,77
10094,Krzepiszyn,15-883,Kwiatowa,462,41
10095,Adamowa,59-161,Debowa,406,
10096,Bachus,96-449,Swierkowa,927,
10097,Bagienica,25-164,Zielone Wzgorze,899,
10098,Adamówka,88-779,Szyprow,599,
10099,Leszczynek,79-897,Sliwkowa,648,
10100,Kupin,13-232,Debowa,14,
10101,Ladorudzek,10-757,Projektantow,997,61
10102,Grabarka,61-177,Sadowa,363,
10103,Kuranów,98-754,Klonowa,500,
10104,Baraniec,81-286,Mirtowa,723,
10105,Lasanka,58-423,Rzepakowa,218,88
10106,Bania,73-599,Teczy,149,
10107,Baranowice,89-784,Szmaragdowa,561,
10108,Barchów,16-489,Swierkowa,307,
10109,Lubenka,66-725,Gerberowa,140,
10110,Laseczno,61-711,Gerberowa,380,51
10111,Bagnica,55-535,Olchowa,779,
10112,Leszczynek,90-720,Brzozowa,666,14
10113,Rogalinek,76-841,Zytnia,267,
10114,Banino,55-475,Szmaragdowa,411,
10115,Kramsk,62-329,Ptasia,410,
10116,Balewo,97-996,Szkolna,861,
10117,Leszczynek,18-880,Paproci,26,
10118,Laliki,40-497,Spoldzielcza,714,
10119,Rogatka,62-992,Niezapominajek,406,68
10120,Las,76-432,Bliska,726,66
10121,Kupin,20-558,Jeziorna,976,
10122,Baranowiec,21-701,Bzow,365,
10123,Antolka,39-769,Ziemowita,115,
10124,Bajkowizna,64-847,Ulanska,732,42
10125,Barcin,98-744,Roz,751,
10126,Bañki,76-697,Kalinowa,746,34
10127,Grabianów,67-416,Letnia,5,
10128,Lakiele,12-763,Slowikow,325,50
10129,Antoniki,14-357,Jarzebinowa,818,
10130,Kurabka,42-672,Sadowa,229,
10131,Leszkowy,71-948,Slowianska,959,15
10132,Laski,33-787,Orzechowa,577,
10133,Krzepielów,22-284,Klonowa,78,66
10134,Barciszewo,11-936,Zwirowa,60,38
10135,Lubcza,42-284,Zwirowa,288,
10136,Lubcza,34-172,Polnocna,904,
10137,Abramy,11-598,Szafranowa,222,81
10138,Lacka,99-154,Nasturcji,301,55
10139,Godziszka,96-981,Debowa,465,
10140,Leszczynek,94-564,Panoramiczna,853,
10141,Anteczków,68-366,Zyzna,321,
10142,Leszkomin,64-884,Zorzy,164,
10143,Banica,35-407,Topolowa,994,77
10144,Lubejki,73-706,Magnolii,495,22
10145,Baranowo,75-456,Gozdzikow,942,2
10146,Bagdad,53-278,Panoramiczna,391,
10147,Rogierówko,50-899,Slowikow,56,92
10148,Barany,61-482,Swiatowida,704,
10149,Bachorce,36-884,Nadbrzezna,782,
10150,Kurabka,88-371,Owsiana,762,45
10151,Godziszowa,89-135,Strumykowa,239,
10152,Rogiedle,42-326,Wiklinowa,581,3
10153,Laseczno,42-956,Wiatrow,355,
10154,Lubczyno,37-161,Wrzosow,890,90
10155,Gorzykowo,42-619,Dworcowa,768,
10156,Rogaszyce,54-880,Mlodosci,639,15
10157,Bachlawa,95-393,Zurawinowa,257,63
10158,Bachorce,72-723,Gwiezdna,444,
10159,Baciuty,85-130,Klonowa,581,
10160,Leszczyniak,56-122,Hebanowa,263,
10161,Lacka,13-893,Slaska,202,
10162,Baranica,27-882,Paproci,551,86
10163,Kramarka,21-429,Slonecznikow,174,
10164,Lubatówka,71-774,Wspolna,223,
10165,Bañkowszczyzna,51-184,Slonecznikow,803,70
10166,Lafajetowo,41-915,Deszczowa,561,
10167,Bagniuki,62-970,Gozdzikow,514,
10168,Barcin,93-745,Jesionowa,851,
10169,Badów,69-252,Zyzna,816,
10170,Bachów,99-151,Sarzynska,278,73
10171,Balin,73-354,Krakowska,267,
10172,Barce,77-381,Biwakowa,983,7
10173,Bajtkowo,18-852,Polna,62,4
10174,Gorzków,21-159,Malownicza,6,
10175,Lubasz,69-349,Golebia,227,78
10176,Krzepocin,26-744,Magnolii,670,
10177,Gorzupia,14-194,Slaska,143,85
10178,Leszczyniak,37-932,Zorzy,413,
10179,Rogi,94-491,Roz,536,47
10180,Krzepielów,78-256,Koronkowa,652,
10181,Balcerów,43-997,Zbozowa,495,
10182,Badulki,57-252,Kasztanowa,472,61
10183,Bajtkowo,37-748,Podmiejska,313,22
10184,Antolin,92-151,Gozdzikow,371,
10185,Lasek,99-758,Rubinowa,461,54
10186,Krzepin,73-785,Zbozowa,694,40
10187,Leszczyna,15-180,Promowa,210,
10188,Langanki,45-396,Stoczniowcow,576,
10189,Lubatowa,18-147,Mirtowa,70,
10190,Laski,38-550,Jezynowa,594,
10191,Barany,70-514,Rumiank�w,45,10
10192,Lubatowa,89-995,Czeresniowa,421,62
10193,Kramkówka,35-407,Tatarakow,543,84
10194,Lady,40-370,Pogodna,137,80
10195,Gorzyce,71-762,Spokojna,89,63
10196,Baranowiec,50-531,Bzow,46,72
10197,Kupce,81-705,Rybacka,492,
10198,Antoninek,82-925,Cisowa,476,9
10199,Bagicz,68-991,Makow,891,44
10200,Barcin,15-951,Harcerska,101,38
10201,Bachmatówka,83-978,Makow,824,
10202,Lubaty,38-474,Alabastrowa,640,
10203,Lady,38-715,Rzepakowa,71,22
10204,Baczków,34-132,Slonecznikow,854,
10205,Kraków,82-838,Wspolna,586,
10206,Antonia,77-146,Polnocna,92,29
10207,Laskowizna,91-151,Pogodna,37,
10208,Antonówka,16-753,Mirtowa,55,52
10209,Adamów,50-141,Blawatkow,76,
10210,Lubasz,88-862,Zlotych Klosow,318,63
10211,Baciuty,62-962,Malownicza,222,68
10212,Grabce,27-142,Parkowa,640,20
10213,Gorzków,77-447,Pszeniczna,619,
10214,Bachmackie,80-742,Pancerniakow,740,33
10215,Lubenka,56-882,Rubinowa,239,
10216,Gorzuchy,54-947,Kupiecka,968,
10217,Lubawka,66-377,Debowa,140,4
10218,Bagienki,76-333,Lesna,827,
10219,Balnica,55-170,Poziomkowa,322,87
10220,Kupin,47-814,Szkolna,578,
10221,Rogalki,18-403,Limbowa,873,
10222,Lubawa,67-587,Przyjazni,250,39
10223,Grabarka,90-977,Gajowa,961,30
10224,Lubcz,75-793,Rzeczna,957,
10225,Lubartów,29-524,Bzow,944,40
10226,Kramarzewo,65-383,Magnolii,301,
10227,Bachury,69-710,Polnocna,567,47
10228,Barciszewo,12-880,Mirtowa,89,10
10229,Ladeniska,81-591,Deszczowa,750,
10230,Adamowo,39-575,Saperow,934,41
10231,Adamowizna,26-399,Szkutnicza,270,
10232,Baranowo,34-804,Irysow,780,
10233,Godziszewy,69-318,Swierkowa,468,
10234,Bagniewo,36-518,Liliowa,331,57
10235,Leszczynka,84-258,Diamentowa,717,83
10236,Baranówek,71-540,Zbozowa,58,39
10237,Adamczycha,12-300,Macierzy,330,
10238,Bagicz,51-837,Przyjazni,173,
10239,Kupimierz,61-270,Akacjowa,617,
10240,Rogalik,25-655,Zlota,462,
10241,Antoniny,89-419,Niezapominajek,858,
10242,Balinka,26-721,Brzozowa,992,84
10243,Lubatka,28-602,Rzeczna,866,
10244,Lakiele,50-720,Gwiezdna,942,
10245,Godziszów,86-574,Swiatowida,574,41
10246,Bachlawa,84-147,Rzemieslnicza,481,91
10247,Laskowizna,43-726,Slaska,105,64
10248,Baligród,91-374,Orlikow,845,77
10249,Bachorzewo,87-904,Zwyciestwa,738,85
10250,Bagieniec,67-955,Zielone Wzgorze,348,7
10251,Badów,81-853,Jeziorna,217,
10252,Rogierówko,85-699,Slonecznikow,572,
10253,Lakiele,42-242,Lakowa,107,
10254,Barcikowo,71-636,Koronkowa,743,
10255,Lubejki,29-930,Malinowa,223,67
10256,Barcin,18-174,Blawatkow,443,
10257,Leszczyniak,63-590,Podmiejska,11,
10258,Banino,16-655,Brzoskwiniowa,587,
10259,Baranowiec,76-719,Mirtowa,919,63
10260,Achrymowce,78-136,Skowronkow,651,
10261,Rogazy,31-221,Liliowa,958,
10262,Krakówek,71-918,Alabastrowa,254,56
10263,Kramnik,94-668,Macierzy,438,
10264,Godziszowa,19-139,Modrzewiowa,116,
10265,Rogazy,78-892,Bursztynowa,902,82
10266,Balice,20-150,Wspolna,518,98
10267,Grabczok,52-870,Mirtowa,88,18
10268,Gorzuchów,65-590,Bursztynowa,501,57
10269,Gorzycko,21-907,Morska,932,
10270,Bandrów,80-920,Czeresniowa,561,
10271,Leszczynek,89-862,Mlodosci,867,
10272,Laryszów,65-991,Sanatoryjna,47,
10273,Lubatka,40-218,Koronkowa,208,78
10274,Bagna,69-411,Krawiecka,195,
10275,Bachorzew,65-697,Limbowa,336,
10276,Baligród,55-208,Zbozowa,575,
10277,Lafajetowo,19-141,Projektantow,470,
10278,Balków,70-797,Strusia,263,78
10279,Barce,56-981,Zyzna,25,1
10280,Kramarzówka,61-995,Kalinowa,791,
10281,Adamowa,58-813,Dobra,954,
10282,Godziszka,54-884,Biwakowa,54,80
10283,Bachórzec,75-126,Gajowa,754,
10284,Laskownica,98-293,Wiatrow,474,48
10285,Barciany,11-577,Harcerska,7,80
10286,Banachy,63-703,Ulanska,61,38
10287,Abramy,70-765,Krokusow,702,
10288,Lubianek,34-871,Topolowa,911,
10289,Barcin,93-819,Wichrowa,690,9
10290,Adamierz,88-661,Poziomkowa,176,
10291,Gorzuchy,21-904,Wodnika,336,66
10292,Barcie,59-175,Gerberowa,659,38
10293,Kupce,42-720,Czeremchowa,912,74
10294,Godziszowa,48-780,Grodzka,999,76
10295,Bachmatówka,13-700,Niezapominajek,589,
10296,Leszczyna,77-381,Slaska,163,53
10297,Abramy,68-728,Mahoniowa,787,
10298,Lubcz,45-757,Czeremchowa,146,53
10299,Gorzyca,61-299,Zefirowa,869,
10300,Baranki,72-833,Czeresniowa,513,71
10301,Gorzyca,61-981,Fiolkow,351,
10302,Baciuty,76-169,Pogodna,440,97
10303,Balice,83-907,Cicha,671,78
10304,Antonin,40-355,Torfowa,660,
10305,Bakaniuk,64-657,Wrzesniowa,932,
10306,Lalkowy,16-482,Niepodleglosci,76,19
10307,Abramy,18-930,Przyjazni,248,41
10308,Krzepin,70-981,Stokrotek,883,
10309,Rogienice,42-419,Slowikow,931,
10310,Barchów,95-916,Roz,820,
10311,Lasaki,66-565,Zurawia,145,10
10312,Grabarka,54-532,Cisowa,999,99
10313,Bañkowszczyzna,61-435,Malinowa,319,
10314,Lubartów,35-300,Glogowa,555,31
10315,Lamk,88-203,Fiolkow,371,70
10316,Kramkowo,41-818,Paproci,525,38
10317,Adamowa,49-248,Golebia,844,
10318,Balice,12-756,Rybacka,75,
10319,Kurabka,31-524,Spokojna,744,29
10320,Anonin,80-559,Krawiecka,459,
10321,Antonów,62-893,Tkacka,908,
10322,Gorzków,64-663,Gęsia,837,
10323,Lubcz,29-139,Grodzka,191,79
10324,Barciany,23-186,Pszeniczna,657,19
10325,Bajorski,64-713,Kwiatowa,571,
10326,Bagatele,58-762,Boczna,55,55
10327,achanowo,45-382,Letnia,558,91
10328,Godziszowa,66-291,Kasztanowa,934,81
10329,Lamkowo,42-923,Zwyciestwa,80,92
10330,Rogiedle,26-944,Prosta,826,
10331,Bagniewko,80-776,Brzozowa,203,14
10332,Kupna,22-787,Ulanska,157,65
10333,Barcie,17-597,Sportowa,313,
10334,Bagrowo,54-715,Skowronkow,214,
10335,Lubczyna,74-100,Zalesie,573,90
10336,Bachorza,11-313,Pszeniczna,721,
10337,Laliki,83-268,Topolowa,195,62
10338,Banaszki,90-638,Magnolii,228,66
10339,Lubawa,74-372,Przepiorek,835,
10340,Antoniówka,13-703,Roz,759,
10341,Kramkowo,39-899,Zyzna,448,
10342,Gorzyca,11-452,Lniana,338,58
10343,Kupnina,35-446,Slupska,488,
10344,Leszkiemie,37-312,Nagietkow,984,
10345,Baciuty,63-205,Szkolna,130,
10346,Gorzyca,56-712,Strefowa,400,20
10347,Bacze,43-808,Sliwkowa,845,51
10348,Bañki,12-811,Syrenki,796,
10349,Bakaniuk,40-309,Deszczowa,552,63
10350,Barcino,33-965,Klonowa,442,
10351,Balcarzowice,63-117,Mlynska,396,92
10352,Bagienice,29-741,Zyzna,110,
10353,Krzepice,13-628,Slonecznikow,639,
10354,Kupce,28-833,Gajowa,746,92
10355,Kupowo,90-293,Bliska,609,
10356,Lubaszcz,54-557,Sanatoryjna,374,50
10357,Laskownica,33-154,Wichrowa,895,
10358,Barcza,89-657,Gwiezdna,244,98
10359,Kranów,58-849,Azaliowa,273,20
10360,Barcice,65-212,Panoramiczna,691,
10361,Leszczyny,64-494,Malownicza,332,2
10362,Leszczyny,24-792,Glogowa,946,32
10363,Bajory,76-485,Krawiecka,279,53
10364,Bandrów,51-750,Zorzy,844,
10365,Baraki,28-784,Szafirkow,841,78
10366,Gorzków,49-408,Nadbrzezna,440,
10367,Bachmackie,13-895,Wisniowa,562,
10368,Adamkowo,81-611,Truskawkowa,205,40
10369,Balbinów,71-358,Papiernicza,6,
10370,Anteczków,37-477,Kasztanowa,42,69
10371,Balcerów,15-181,Rzeczna,998,3
10372,Badów,43-366,Morska,122,78
10373,Balków,82-656,Daktylowa,825,92
10374,Barciany,84-658,Azaliowa,161,13
10375,Leszczyn,87-784,Sanatoryjna,824,40
10376,Rogielkajmy,29-342,Wiazowa,859,20
10377,Bagatele,66-670,Wiazowa,531,
10378,Lubawa,70-642,Boczna,734,
10379,Ladorudzek,83-363,Slowikow,625,
10380,Rogiedle,50-185,Rzepakowa,426,
10381,Adamów,76-896,Niepodleglosci,192,10
10382,Antoniki,36-586,Limbowa,754,92
10383,Barchaczów,99-993,Krokusow,917,31
10384,Lubczyno,64-912,Sezamkowa,198,
10385,Bagatela,26-135,Kalinowa,287,
10386,Kramsk,10-192,Promykowa,169,82
10387,Antoniki,53-286,Orzechowa,158,
10388,Baranica,67-820,Zielona,253,
10389,Gorzycko,22-481,Krawiecka,786,
10390,Laskowa,32-552,Saperow,978,52
10391,Lubawa,49-968,Diamentowa,287,50
10392,Bania,44-117,Strumykowa,427,
10393,Lubatówka,43-779,Olchowa,103,76
10394,Balcarzowice,93-467,Zorzy,331,
10395,Kramsk,14-903,Zorzy,896,
10396,Balcarzowice,28-179,Topolowa,475,65
10397,Barcikowo,45-801,Paproci,230,82
10398,Barany,56-262,Strefowa,891,86
10399,Bagniuki,28-498,Sosnowa,786,52
10400,Adamowa,51-989,Wichrowa,114,
10401,Las,12-234,Limbowa,879,80
10402,Lady,44-101,Slonecznikow,337,
10403,Bagatelka,24-468,Kasztanowa,283,96
10404,Bale,65-558,Wiklinowa,652,
10405,Gorzykowo,16-281,Kwiatowa,907,93
10406,Las,55-675,Nasturcji,743,
10407,Lubaszowa,57-892,Mlynska,145,40
10408,Lubiana,13-236,Slowikow,808,
10409,Bañska,69-717,Gwiezdna,549,
10410,Kupno,10-719,Rumiank�w,918,
10411,Gorzów,95-927,Truskawkowa,910,84
10412,Balczewo,87-223,Deszczowa,816,80
10413,Laskowo,65-515,Spoldzielcza,529,54
10414,Kraplewo,78-937,Azaliowa,464,7
10415,Antoniówka,35-962,Wspolna,295,71
10416,Bagrowo,75-286,Daktylowa,404,
10417,Baran,29-271,Glogowa,975,
10418,Ladorudzek,84-178,Sosnowa,726,
10419,Kranów,45-724,Zgoda,452,53
10420,Antolin,63-472,Stokrotek,366,
10421,Kupno,69-278,Topolowa,74,7
10422,Bagrowo,57-367,Makow,592,
10423,Bagna,30-543,Zurawinowa,395,
10424,Kranek,92-873,Ptasia,774,
10425,Baranowo,54-621,Biwakowa,322,
10426,Bania,22-564,Spacerowa,981,67
10427,Lubcz,46-914,Zacisze,136,75
10428,Barchów,46-493,Bursztynowa,176,
10429,Antoninek,52-406,Szyprow,67,76
10430,Annówka,15-881,Zlota,291,1
10431,Anonin,20-120,Zielone Wzgorze,39,
10432,Lamkówko,25-861,Rzeczna,992,
10433,Lady,13-738,Mirtowa,181,46
10434,Kupin,75-985,Projektantow,569,
10435,Antonowo,60-356,Syrenki,521,54
10436,Rogienice,65-271,Ksiezycowa,330,35
10437,Bajory,35-561,Lniana,992,
10438,Baligród,17-400,Jezynowa,410,80
10439,Gorzupia,14-254,Liliowa,807,39
10440,Barany,28-461,Swiatowida,173,38
10441,Krajów,86-635,Hebanowa,96,90
10442,Kupce,20-306,Modrzewiowa,75,
10443,Laskownica,24-437,Orzechowa,853,
10444,Laryszów,85-348,Krotka,631,52
10445,Antoniew,23-519,Przyjazni,118,
10446,Gorzuchowo,77-869,Wodnika,823,75
10447,Barciszewo,29-850,Lesna,939,9
10448,Bakaniuk,37-609,Rzepakowa,912,
10449,Laliny,45-214,Zefirowa,429,
10450,Bagrowo,13-933,Stokrotek,34,
10451,Kupowo,10-917,Gwiezdna,845,
10452,Grabek,95-293,Liliowa,356,
10453,Bagienki,72-429,Strefowa,981,36
10454,Rogalinko,59-961,Azaliowa,964,
10455,Bachmatówka,50-181,Przepiorek,184,20
10456,Adamowa,80-685,Panoramiczna,627,35
10457,Bajtkowo,45-795,Swiatowida,892,
10458,Leszkowice,74-391,Tradycji,771,
10459,Balczewo,11-298,Krawiecka,295,37
10460,Bajory,39-478,Slupska,865,19
10461,Grabianka,88-657,Mahoniowa,266,
10462,Rogalów,75-306,Gajowa,806,
10463,Rogalino,58-985,Czeresniowa,913,62
10464,Bagieniec,43-883,Golebia,540,6
10465,Bagatele,37-998,Magnolii,44,
10466,Gorzuchów,77-794,Przyjazni,671,
10467,Bañki,56-193,Rzeczna,531,
10468,Grabczok,35-415,Orzechowa,168,17
10469,Krzepocinek,15-190,Polna,503,
10470,Rogity,55-970,Slonecznikow,584,41
10471,Adamowo,30-627,Leszczynowa,745,
10472,Barcin,17-853,Promowa,149,
10473,Antonie,56-374,Wrzosow,621,
10474,Rogiedle,93-961,Opalowa,164,56
10475,Adamowo,64-314,Zefirowa,610,
10476,Laskowice,40-829,Pigwowa,412,
10477,Lalin,30-257,Modrzewiowa,724,
10478,Kupiatycze,59-674,Syrenki,121,
10479,Barcin,90-945,Harcerska,64,
10480,Leszczyn,34-278,Szkolna,930,
10481,Kupnina,74-757,Zwirowa,319,
10482,Ladzin,32-690,Podmiejska,297,
10483,Bachórz,60-875,Tkacka,155,28
10484,Antoniny,31-383,Krawiecka,263,
10485,Luberadz,55-904,Slowianska,413,75
10486,Kuranów,62-844,Roz,716,93
10487,Kupin,22-949,Cedrowa,735,
10488,Rogalice,53-351,Krokusow,756,
10489,Baranówko,99-149,Tychowska,291,58
10490,Gorzków,30-112,Koronkowa,466,
10491,Lasek,30-325,Palmowa,748,
10492,Lubianek,15-670,Rycerska,641,80
10493,Abramów,51-332,Wiazowa,825,67
10494,Baranica,60-955,Prosta,116,38
10495,Kupce,20-833,Ksiezycowa,555,4
10496,Antoniówka,41-447,Wypoczynkowa,427,32
10497,Adamka,40-282,Szkolna,341,88
10498,Bacze,39-236,Macierzy,90,
10499,Kupno,65-331,Szkutnicza,372,74
10500,Bacze,11-563,Solecka,375,36
10501,Bagienice,74-675,Wakacyjna,610,
10502,Kupientyn,81-850,Daktylowa,932,
10503,Adamowice,42-870,Lesna,345,
10504,Adamówka,49-987,Nagietkow,373,
10505,Kramkówka,22-466,Poziomkowa,449,
10506,Kup,42-490,Saperow,442,
10507,Balcerów,69-979,Rumiank�w,459,
10508,Leszkomin,25-106,Szmaragdowa,58,33
10509,Bachorze,34-284,Mahoniowa,256,
10510,Bajkowizna,11-339,Strusia,4,
10511,Krzepczów,36-247,Debowa,531,
10512,Krzemykowo,12-928,Krakowska,46,73
10513,Lafajetowo,44-126,Strusia,534,38
10514,Lubianki,62-513,Zlotych Klosow,901,70
10515,Gorzycko,26-320,Wiklinowa,102,61
10516,Luberadz,21-781,Leszczynowa,467,
10517,Lubatka,86-867,Niezapominajek,925,
10518,Adamin,84-724,Jasna,327,
