ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
1234,Bagna,78-665,Zacisze,703,10
1235,Rogaszyce,40-284,Kra�cowa,222,46
1236,Bagatela,95-821,Wypoczynkowa,171,
1237,Gorzyczany,53-917,Jachtowa,530,89
1238,Baniewice,74-735,Mirtowa,403,48
1239,Bajdy,57-916,Jagodowa,51,55
1240,Bañki,12-125,Stoczniowcow,433,46
1241,Abramy,43-121,Daktylowa,940,
1242,Barany,44-450,Zyzna,408,
1243,Bania,26-553,Zielona,386,2
1244,Barce,48-248,Ksiezycowa,561,
1245,Leszczyniec,84-991,Lniana,253,
1246,Banica,15-242,Ziemowita,921,15
1247,Bachorza,22-526,Rzepakowa,40,
1248,Grabianowo,49-538,Gerberowa,783,
1249,Kramarzyny,27-528,Paproci,329,51
1250,Krakowiany,37-113,Modrzewiowa,395,
1251,Baraki,92-865,Wierzbowa,665,
1252,Gorzyczki,52-743,Sadowa,381,
1253,Ladzin,95-545,Paproci,67,
1254,Baranów,52-396,Wiazowa,152,54
1255,Abisynia,34-341,Jabloniowa,88,
1256,Krzepielów,75-197,Stoczniowcow,707,79
1257,Gorzków,97-313,Kalinowa,701,
1258,Baraniec,41-809,Golebia,167,
1259,Leszczyna,20-224,Macierzy,65,
1260,Gorzuchowo,94-271,Stoczniowcow,47,
1261,Rogaszyce,99-425,Kasztanowa,492,53
1262,Adamów,90-663,Rozana,991,88
1263,Kranek,98-137,Szmaragdowa,942,48
1264,Abisynia,44-562,Ksiezycowa,409,25
1265,Bachotek,31-448,Rzepakowa,591,
1266,Barankowo,48-781,Szkolna,12,32
1267,Baldwinowice,46-169,Letnia,185,18
1268,Antoniki,57-755,Sosnowa,292,
1269,Abramów,12-526,Klonowa,685,29
1270,Lubczyno,61-520,Ziemowita,839,8
1271,Krakulice,15-151,Przepiorek,265,29
1272,Barchnowy,37-260,Dworcowa,766,6
1273,Barany,66-545,Rzemieslnicza,668,11
1274,Bachury,26-509,Bursztynowa,959,
1275,Lubiana,44-963,Letnia,994,46
1276,Laski,20-361,Zbozowa,127,41
1277,Kranek,32-975,Szyprow,381,45
1278,Ladeniska,90-701,Zlotych Klosow,964,91
1279,Krzepice,90-152,Jeziorna,806,80
1280,Adamowice,77-669,Slowikow,249,
1281,Lubczyno,54-843,Orzechowa,732,
1282,Bagienko,23-603,Czeremchowa,222,
1283,Balków,99-342,Kupiecka,922,31
1284,Baranów,45-219,Mlodosci,944,60
1285,Gorzyca,48-596,Olchowa,292,
1286,Krapkowice,15-627,Szafirkow,992,
1287,Bagniewo,68-542,Promowa,434,16
1288,Adamki,75-275,Mirtowa,152,78
1289,Antonina,18-637,Stoczniowcow,487,
1290,Laskowo,69-475,Lesna,351,
1291,Barcza,76-588,Mahoniowa,514,
1292,Adamów,15-714,Jodlowa,676,46
1293,Adamek,36-456,Plowce,428,1
1294,Baniewice,45-344,Lakowa,550,4
1295,Barcice,57-386,Blekitna,979,
1296,Bagienko,85-558,Zgoda,748,
1297,Bagniuki,86-938,Czeremchowa,886,93
1298,Adamka,69-526,Leszczynowa,378,
1299,Balczewo,83-418,Gwiezdna,122,
1300,Grabia,13-245,Gozdzikow,156,
1301,Las,82-246,Gwiezdna,530,
1302,Bachorzyn,65-791,Wierzbowa,37,16
1303,Grabczok,80-360,Rzepakowa,971,
1304,Rogiedle,56-193,Cicha,581,
1305,Rogalino,11-969,Sportowa,601,33
1306,Krzepielów,93-830,Zwyciestwa,662,
1307,Krzepice,67-978,Sliwkowa,656,29
1308,Laskowiec,60-318,Wiklinowa,492,98
1309,Kraków,50-648,Teczy,326,
1310,Barce,38-267,Owsiana,653,
1311,Adamowice,72-814,Glogowa,816,
1312,Ladeniska,99-502,Ziemowita,339,
1313,Krakuszowice,23-573,Palmowa,198,84
1314,Adamka,82-297,Spoldzielcza,226,
1315,Krzeptów,58-198,Szmaragdowa,329,
1316,Laskowo,81-937,Jesionowa,941,
1317,Adamki,75-732,Dworcowa,776,94
1318,Lubejki,77-560,Sosnowa,345,
1319,Adaminowo,22-494,Mlodosci,183,
1320,Rogalik,51-984,Makow,225,
1321,Godziszewy,43-571,Wodnika,655,
1322,Bachórzec,59-985,Solecka,389,38
1323,Adaminowo,23-378,Tulipanow,207,77
1324,Rogienice,90-984,Bliska,955,68
1325,Adamowa,62-839,Gerberowa,799,
1326,Balewo,12-159,Kwiatowa,286,
1327,Rogierówko,33-721,Sarzynska,673,69
1328,Antoniewice,25-315,Zalesie,892,
1329,Bachorze,31-293,Alabastrowa,980,75
1330,Lubaszowa,98-916,Bzow,116,
1331,Barciany,91-725,Golebia,29,15
1332,Baczyn,22-729,Ksiezycowa,698,0
1333,Kuranów,14-391,Solecka,448,
1334,Krzemykowo,30-456,Zarnowiecka,429,46
1335,Bagrowo,61-763,Leszczynowa,450,38
1336,Balewo,43-968,Poziomkowa,752,14
1337,Adaminowo,36-440,Szafranowa,521,
1338,Bajdy,87-679,Zacisze,489,31
1339,Banino,38-259,Malownicza,617,
1340,Gorzupia,79-432,Wrzesniowa,592,
1341,Krakówek,35-160,Jasminowa,694,45
1342,Rogalin,10-218,Bursztynowa,864,
1343,Bagatela,83-637,Wichrowa,912,
1344,Krzepocin,80-195,Debowa,756,55
1345,Bachlawa,85-629,Rycerska,308,
1346,Krakowice,57-166,Topolowa,367,21
1347,Laskowice,76-607,Swiatowida,233,
1348,Bajdyty,32-517,Zacisze,525,6
1349,Bagna,31-992,Owsiana,565,13
1350,Bajerze,99-496,Owsiana,643,42
1351,Antonin,66-551,Szafirkow,803,33
1352,Gorzów,42-419,Jesionowa,125,
1353,Rogazy,44-215,Brzoskwiniowa,883,87
1354,Baranowiec,18-676,Nasturcji,546,76
1355,Kramkowo,60-817,Sarzynska,940,95
1356,Bagienica,38-930,Cedrowa,151,
1357,Bachów,81-430,Mirtowa,606,85
1358,Rogalinko,16-980,Jasna,583,
1359,Rogi,65-421,Panoramiczna,742,
1360,Laskowizna,20-846,Modrzewiowa,662,
1361,Banaszki,35-948,Jasna,558,46
1362,Barany,68-627,Gajowa,484,
1363,Leszkiemie,97-142,Biwakowa,375,
1364,Bachotek,27-816,Blekitna,75,
1365,Badulki,22-362,Spoldzielcza,806,
1366,Baranówek,54-690,Slaska,618,75
1367,achanowo,31-841,Jeziorna,986,
1368,Kuplisk,99-246,Szafranowa,579,
1369,Bachorze,71-113,Tulipanow,991,11
1370,Rogalki,89-993,Zurawia,51,15
1371,Leszczyn,49-357,Sprezarkowa,290,13
1372,Leszczyna,61-229,Debowa,89,83
1373,Lubianków,50-864,Szafirkow,347,
1374,Bajory,52-411,Czeremchowa,955,10
1375,Bachorce,18-197,Cedrowa,179,16
1376,Luberadz,46-886,Jasminowa,283,
1377,Kupce,86-731,Paproci,73,93
1378,Adamówka,15-890,Jasna,514,
1379,Banino,45-152,Letnia,481,
1380,Leszczyny,49-247,Pancerniakow,417,
1381,Kranów,47-669,Daleka,404,
1382,Barchlin,47-852,Jasminowa,600,84
1383,Antomieszki,62-525,Jasminowa,0,28
1384,Antonia,36-440,Magnolii,506,77
1385,Lamki,40-178,Zielone Wzgorze,99,
1386,Antonowo,65-446,Blawatkow,749,
1387,Kramarzówka,83-865,Skowronkow,768,
1388,Las,19-788,Swierkowa,403,
1389,Balków,53-424,Zbozowa,49,
1390,Baraki,52-182,Niezapominajek,133,
1391,Baczyna,69-733,Ptasia,641,7
1392,Lakiele,87-550,Palmowa,731,49
1393,Bachotek,74-929,Prosta,240,47
1394,Grabarze,50-457,Harcerska,214,59
1395,Kupinin,14-417,Lesna,73,45
1396,Bañki,56-875,Jeziorna,414,
1397,Bagienki,78-159,Krawiecka,207,45
1398,Kuplisk,19-860,Irysow,193,
1399,Lamkówko,13-952,Zytnia,993,51
1400,Kramarzówka,30-922,Tychowska,285,
1401,Bagnica,83-392,Zbozowa,173,
1402,Lubatowa,70-396,Saperow,992,
1403,Barany,92-854,Cedrowa,33,7
1404,Balice,26-254,Strusia,974,95
1405,Lubianka,21-793,Zielona,143,
1406,Rogaszyce,11-341,Swierkowa,221,
1407,Lubianki,52-210,Czeremchowa,695,
1408,Rogaszyce,91-908,Jesionowa,842,
1409,Lakiele,64-359,Skowronkow,430,
1410,Kraplewo,79-760,Smiala ,582,27
1411,Barcza,27-359,Wodnika,448,15
1412,Baraniec,29-337,Cedrowa,960,
1413,Kupce,57-683,Cicha,430,45
1414,Lubianka,99-643,Niepodleglosci,418,
1415,Bañkowszczyzna,74-744,Lakowa,818,50
1416,Gorzyca,63-460,Zyzna,506,7
1417,Leszczynki,37-224,Sarzynska,361,15
1418,Rogienice,90-250,Cicha,995,35
1419,Kupin,66-327,Rubinowa,127,20
1420,Bachorzyn,51-531,Ziemowita,931,
1421,Achrymowce,22-154,Wrzesniowa,649,
1422,Laliki,47-291,Palmowa,860,46
1423,Barciszewo,88-438,Wspolna,531,67
1424,Bachorzew,65-653,Palmowa,250,
1425,Abramy,41-901,Zeglarska,65,31
1426,Kramkowo,65-844,Szkolna,871,45
1427,Gorzuchy,74-778,Zyzna,833,
1428,Rogazy,68-614,Pancerniakow,166,
1429,Rogiedle,74-165,Krokusow,794,
1430,Baranów,13-172,Wedrowna,672,
1431,Rogazy,60-561,Czeremchowa,871,58
1432,Lalin,63-979,Solecka,895,70
1433,Antoniewice,19-673,Strumykowa,6,
1434,Antolka,91-807,Wrzesniowa,924,
1435,Baciki,90-860,Zurawinowa,218,
1436,Adamowice,20-159,Rozana,106,83
1437,Anteczków,56-419,Sportowa,817,
1438,Lubianków,71-911,Wichrowa,587,
1439,Kramarzewo,18-578,Brzoskwiniowa,103,
1440,Lanckorona,91-599,Magnolii,832,2
1441,Bagienica,30-242,Owsiana,638,
1442,Adamówka,34-628,Przyjazni,175,6
1443,Antoniewko,62-759,Alabastrowa,585,48
1444,Krzepice,18-616,Blawatkow,5,
1445,Baran,26-156,Fiolkow,621,
1446,Gorzyca,19-227,Gęsia,945,
1447,Bagieniec,71-736,Zurawinowa,652,0
1448,Kramsk,98-244,Wypoczynkowa,712,
1449,Rogalinko,15-754,Malownicza,210,
1450,Leszczynek,46-608,Torfowa,738,
1451,Antolka,54-988,Wiazowa,44,32
1452,Antonów,35-267,Kupiecka,282,76
1453,Balinka,73-852,Szafirkow,127,86
1454,Kramsk,81-261,Akacjowa,885,
1455,Bagatela,50-157,Swiatowida,404,30
1456,Adamowice,68-845,Szeroka,957,68
1457,Bagniuki,62-183,Teczy,678,
1458,Adamierz,35-158,Ksiezycowa,542,
1459,Rogalik,39-364,Saperow,659,
1460,Rogiedle,50-367,Klonowa,766,
1461,Lubianek,99-843,Gęsia,803,87
1462,Bagdad,31-117,Makow,565,
1463,Baciki,60-710,Cicha,576,72
1464,Bajerze,79-739,Opalowa,44,
1465,Lasaki,27-387,Zbozowa,7,
1466,Bachów,40-564,Ptasia,693,24
1467,Antonia,25-572,Papiernicza,109,
1468,Adamek,15-745,Smiala ,525,70
1469,Abramowice,71-124,Stokrotek,779,0
1470,Ladzin,90-481,Gerberowa,456,
1471,Kupno,17-763,Roz,392,79
1472,Kramkówka,91-691,Spokojna,538,
1473,Kupowo,11-724,Liliowa,86,
1474,Lalin,48-605,Nadbrzezna,937,89
1475,Lubaszcz,50-509,Orzechowa,866,46
1476,Barchów,97-557,Liliowa,186,
1477,Lubcz,42-554,Kupiecka,2,
1478,Bajkowizna,85-102,Pocztowa,867,
1479,Lubasz,95-571,Brzozowa,443,84
1480,Barcikowo,85-137,Sliwkowa,101,
1481,Kuranów,75-803,Akacjowa,94,46
1482,Bale,19-648,Palmowa,704,
1483,Lamkowo,23-512,Slowikow,321,30
1484,Lamkówko,25-517,Zakole,117,1
1485,Bagieniec,85-965,Zytnia,199,74
1486,Gorzkowice,41-102,Promowa,397,49
1487,Kupce,96-447,Kupiecka,503,
1488,Barcin,12-432,Debowa,148,76
1489,Luberadzyk,73-267,Wiazowa,539,
1490,Antolin,43-500,Przyjazni,68,
1491,Antonówka,93-563,Orzechowa,526,78
1492,Gorzuchowo,46-694,Tulipanow,265,3
1493,Antoniewice,90-234,Lakowa,363,
1494,Antoniewko,18-297,Zacisze,495,57
1495,Bachorzew,51-413,Niezapominajek,526,
1496,Laskowizna,42-598,Deszczowa,3,61
1497,Kramarzyny,56-584,Lniana,390,49
1498,Rogalino,53-973,Krawiecka,67,
1499,Grabianowo,37-344,Kupiecka,629,
1500,Bachowice,21-586,Pigwowa,90,44
1501,Lanckorona,32-992,Brzozowa,397,
1502,Lubenka,42-839,Brzozowa,318,79
1503,Adamówek,70-522,Alabastrowa,966,
1504,Adamkowo,90-371,Palmowa,969,
1505,Krzepocinek,19-386,Slaska,494,29
1506,Antonie,90-210,Sosnowa,886,92
1507,Lacka,75-422,Slupska,712,
1508,Adamówek,23-149,Projektantow,961,
1509,Bagniuki,80-199,Jezynowa,83,80
1510,Badów,27-393,Morska,648,35
1511,Krzeptów,29-503,Zielone Wzgorze,873,51
1512,Barcikowo,96-454,Wrzesniowa,64,
1513,Bajerze,62-743,Spoldzielcza,274,40
1514,Antonie,28-873,Kalinowa,581,38
1515,Barce,91-858,Jodlowa,166,
1516,Bachórzec,85-927,Slowianska,411,77
1517,Gorzycko,21-652,Wypoczynkowa,511,75
1518,Bañska,49-768,Glogowa,322,
1519,Badulki,13-910,Pocztowa,61,
1520,Grabarka,41-571,Nasturcji,615,
1521,Kramkówka,32-843,Zarnowiecka,478,
1522,Rogazy,15-512,Zurawia,968,
1523,Antoniki,44-662,Wrzesniowa,444,28
1524,Adamowa,88-484,Grodzka,836,
1525,Rogieniczki,63-510,Topolowa,637,
1526,Grabianka,98-761,Mahoniowa,345,
1527,Lubczyna,91-390,Gwiezdna,724,
1528,Rogawica,17-805,Torfowa,729,
1529,Rogalin,74-961,Diamentowa,513,5
1530,Bagatela,98-782,Zurawinowa,798,66
1531,Rogalki,30-816,Szafirkow,557,69
1532,Krakulice,28-169,Sanatoryjna,105,
1533,Rogierówko,86-131,Syrenki,308,79
1534,Laskowa,99-254,Grodzka,719,30
1535,Laskowo,82-138,Pocztowa,799,10
1536,Antonia,29-378,Saperow,366,23
1537,Antolin,65-391,Zefirowa,610,8
1538,Adamka,21-615,Pogodna,740,
1539,Krzepczów,93-122,Parkowa,305,
1540,Rogienice,53-123,Ulanska,110,14
1541,Adamówek,45-649,Orzechowa,948,
1542,Lubasz,30-155,Plowce,351,
1543,Baldram,18-389,Swiatowida,552,
1544,Grabianów,19-824,Krokusow,548,
1545,Baranica,68-521,Zorzy,688,26
1546,Krakulice,76-650,Sosnowa,177,78
1547,Baranowiec,45-601,Gwiezdna,837,
1548,Bañki,73-171,Jagodowa,456,0
1549,Barcie,93-764,Debowa,818,25
1550,Bachorzyn,21-686,Sadowa,916,
1551,Baldram,24-621,Sadowa,91,
1552,Rogalino,17-278,Limbowa,32,
1553,Lalin,30-438,Rumiank�w,463,7
1554,Bale,56-665,Wiazowa,767,61
1555,Lubianków,74-272,Przepiorek,228,67
1556,Grabianowo,86-125,Wichrowa,417,
1557,Adamin,32-561,Podmiejska,312,25
1558,Lubcz,83-754,Bliska,504,11
1559,Bania,84-124,Szeroka,409,
1560,Kup,47-172,Glogowa,378,
1561,Antomieszki,62-887,Strumykowa,625,41
1562,Lasanka,42-425,Azaliowa,509,
1563,Antoninów,98-747,Szpitalna,945,75
1564,Baranów,64-660,Deszczowa,882,
1565,Laskowice,67-405,Pogodna,889,
1566,Krzepczów,77-340,Wakacyjna,493,57
1567,Ladorudzek,83-722,Irysow,747,
1568,Baranowice,36-755,Cicha,275,
1569,Baliki,89-898,Letnia,259,3
1570,Godziszewo,13-687,Zarnowiecka,318,
1571,Baniocha,75-278,Jasminowa,930,25
1572,Barcie,48-182,Polnocna,197,15
1573,Abramowice,83-658,Rozana,166,95
1574,Lubenka,82-546,Wedrowna,798,
1575,Adamowo,14-614,Wiazowa,72,42
1576,Bale,54-831,Daleka,312,38
1577,Luberadz,24-512,Wichrowa,943,
1578,Lasanka,87-434,Szkolna,139,
1579,Barce,82-637,Gwiezdna,701,56
1580,Balewko,72-323,Blekitna,684,
1581,Baranów,93-165,Szkutnicza,755,
1582,Godziszka,50-376,Kasztanowa,965,
1583,Gorzyczany,90-584,Koronkowa,242,
1584,Lalkowy,16-983,Przepiorek,36,54
1585,Balików,36-319,Rzepakowa,905,
1586,Antonówka,55-165,Daleka,619,
1587,Adamówek,47-842,Smiala ,148,12
1588,Bagny,48-570,Rozana,123,93
1589,Kranów,99-329,Parkowa,259,39
1590,Barbarka,24-935,Zarnowiecka,835,19
1591,Adamki,43-835,Blawatkow,700,
1592,Luberadzyk,74-475,Ziemowita,404,
1593,Bachury,73-776,Pigwowa,220,
1594,Kupienino,67-275,Koronkowa,865,44
1595,Kupna,61-533,Tychowska,250,
1596,Bagny,87-505,Ksiezycowa,220,
1597,Antonia,56-970,Boczna,981,40
1598,Laski,22-595,Wiklinowa,936,52
1599,Adamowo,90-422,Panoramiczna,312,
1600,Baniocha,23-146,Diamentowa,97,
1601,Lamkowizna,85-376,Zurawia,777,26
1602,Leszczynek,37-252,Swiatowida,630,
1603,Bachórz,45-304,Macierzy,919,83
1604,Antonia,44-543,Zgoda,850,61
1605,Balcerów,70-179,Lniana,709,
1606,Lasaki,57-762,Zielona,481,
1607,Krakowice,35-980,Nagietkow,77,
1608,Kramsk,61-307,Dobra,867,
1609,Krzepocinek,71-578,Leszczynowa,576,
1610,Laskownica,13-982,Jarzebinowa,760,3
1611,Lasek,39-372,Malinowa,766,90
1612,Rogatka,60-571,Grodzka,926,52
1613,Godziszka,90-365,Deszczowa,935,
1614,Krapkowice,86-119,Sprezarkowa,158,15
1615,Kramarzówka,84-896,Roz,620,78
1616,Luberadzyk,97-727,Przepiorek,338,
1617,Laskownica,87-259,Kasztanowa,839,22
1618,Leszkowy,62-960,Nagietkow,774,60
1619,Gorzupia,60-732,Paproci,725,28
1620,Lubaszowa,17-781,Mirtowa,127,45
1621,Krajów,57-169,Smiala ,539,
1622,Bachmatówka,96-303,Gajowa,313,
1623,Leszczynek,16-205,Golebia,763,99
1624,Baranki,69-779,Podmiejska,106,
1625,Lubaszowa,63-482,Deszczowa,852,26
1626,Rogalów,52-183,Przepiorek,629,
1627,Grabianka,16-312,Brzoskwiniowa,876,87
1628,Adamowo,29-387,Sezamkowa,727,
1629,Antoniewko,81-700,Widokowa,183,16
1630,Kramarzewo,29-567,Truskawkowa,540,
1631,Laskowizna,62-344,Promykowa,836,
1632,Badulki,87-587,Owsiana,265,
1633,Barankowo,98-490,Zlota,115,
1634,Barcikowo,45-608,Krakowska,355,
1635,Bañkowszczyzna,49-249,Dworcowa,321,97
1636,Bañki,42-830,Liliowa,778,
1637,Bagny,31-834,Projektantow,672,
1638,Bachórzec,93-510,Pszeniczna,96,72
1639,Antomieszki,25-137,Rybacka,328,21
1640,Langanki,47-152,Plowce,108,
1641,Kupienino,60-449,Rubinowa,312,24
1642,Banica,27-345,Rubinowa,275,
1643,Badów,12-455,Nagietkow,777,
1644,Gorzów,68-345,Zyzna,868,
1645,Bachórzec,62-863,Rybacka,910,85
1646,Rogalinko,28-872,Jezynowa,243,55
1647,Bajdy,90-668,Polnocna,173,21
1648,Grabarze,31-144,Ksiezycowa,722,1
1649,Bagnica,47-134,Czeresniowa,778,
1650,Lubejki,88-468,Tkacka,692,22
1651,Abramy,75-675,Zacisze,588,
1652,Kupienino,16-109,Harcerska,228,59
1653,Baran,88-797,Zielona,736,
1654,Krzepin,69-442,Modrzewiowa,79,
1655,Kramarzówka,21-593,Bliska,82,
1656,Antomieszki,46-680,Alabastrowa,394,41
1657,Rogalin,63-795,Zyzna,585,94
1658,Krzepczów,41-668,Czeresniowa,82,
1659,Leszczyniak,24-508,Pigwowa,966,55
1660,Krzesimowo,21-433,Ulanska,759,68
1661,Leszkowice,40-439,Tychowska,101,
1662,Kupin,37-236,Slowianska,547,
1663,Kup,70-924,Teczy,377,26
1664,Grabianowo,92-204,Kalinowa,613,
1665,Leszkiemie,54-413,Krotka,759,
1666,Krzepocin,43-991,Ptasia,552,65
1667,Luberadz,35-449,Jasminowa,704,89
1668,Bagny,82-567,Azaliowa,525,98
1669,Kupienino,35-558,Jeziorna,863,
1670,Luberadzyk,94-197,Teczy,799,
1671,Balcerów,25-120,Strefowa,782,
1672,Gorzyce,72-622,Sadowa,942,
1673,Bajdyty,14-963,Pigwowa,287,4
1674,Bagieniec,95-921,Zbozowa,230,43
1675,Bagniewo,40-642,Wiazowa,723,
1676,Krzepocinek,96-889,Przepiorek,794,
1677,Antonów,89-601,Daktylowa,186,91
1678,Bagatele,82-986,Klonowa,268,63
1679,Lubaty,82-450,Swierkowa,23,28
1680,Gorzyca,15-401,Poziomkowa,568,72
1681,Laseczno,28-706,Sprezarkowa,805,69
1682,Grabanów,66-117,Niepodleglosci,419,
1683,Langanki,73-957,Rumiank�w,339,
1684,Adamowo,74-771,Wrzesniowa,129,
1685,Leszczynek,96-729,Zielone Wzgorze,990,69
1686,Krakówek,12-980,Jezynowa,938,66
1687,Kupienin,38-146,Sliwkowa,846,
1688,Antonów,83-876,Zgoda,269,
1689,Adamka,42-409,Gerberowa,517,37
1690,Gorzykowo,79-650,Cedrowa,824,55
1691,Krzepczów,13-214,Leszczynowa,253,66
1692,Grabanów,76-268,Wypoczynkowa,938,53
1693,Gorzów,38-628,Wypoczynkowa,445,
1694,Adamówka,10-292,Wodnika,204,40
1695,Gorzyczany,99-247,Jarzebinowa,856,1
1696,Bañki,29-161,Jesionowa,572,67
1697,Baldwinowice,48-655,Szafirkow,107,91
1698,Bagno,73-700,Orlikow,175,4
1699,Ladzin,90-586,Mahoniowa,830,43
1700,Bajtkowo,91-349,Topolowa,540,
1701,Lanckorona,42-466,Zlota,793,
1702,Antoniówka,69-694,Wiazowa,431,
1703,Leszczynka,73-857,Ksiezycowa,953,25
1704,Godziszewy,62-231,Malinowa,290,
1705,Bale,89-612,Bzow,347,73
1706,Abramowice,76-118,Modrzewiowa,431,
1707,Barcie,48-747,Podmiejska,626,
1708,Adamki,89-978,Kra�cowa,787,82
1709,Barchlin,36-832,Sezamkowa,7,27
1710,Lubianek,76-388,Modrzewiowa,888,
1711,Gorzkowiczki,94-944,Przyjazni,712,
1712,Baraniec,46-421,Harcerska,7,35
1713,Laseczno,88-714,Diamentowa,703,0
1714,Lanckorona,17-775,Saperow,920,
1715,Anteczków,57-424,Rubinowa,366,29
1716,Achrymowce,51-112,Grodzka,8,
1717,Bagnica,68-265,Zgoda,21,38
1718,Kramarka,70-541,Ziemowita,247,
1719,Lubiana,66-956,Zurawinowa,429,52
1720,Krzesimowo,75-517,Bliska,257,
1721,Leszczyniak,97-487,Jagodowa,604,19
1722,Lasaki,95-618,Kra�cowa,207,
1723,Bajtkowo,54-867,Sportowa,412,22
1724,Achrymowce,85-771,Zytnia,444,
1725,Lubiana,33-961,Bursztynowa,489,
1726,Rogalik,65-406,Widokowa,764,
1727,Rogielkajmy,59-255,Limbowa,960,
1728,Bagienki,33-336,Jagodowa,623,
1729,Kupna,96-513,Olchowa,979,41
1730,Barany,26-192,Sprezarkowa,597,61
1731,Barcino,58-948,Slonecznikow,946,31
1732,Bacze,77-608,Wiazowa,110,
1733,Luberadz,59-642,Lesna,584,
1734,Balczewo,26-148,Zlota,570,
1735,Antoniewko,96-222,Syrenki,867,
1736,Banie,26-339,Sliwkowa,303,85
1737,Lalkowy,99-818,Wedrowna,686,
1738,Lasanka,66-725,Tatarakow,684,41
1739,Barciszewo,14-749,Strusia,870,40
1740,Kuranów,34-437,Lakowa,804,9
1741,Laskowice,65-772,Zwirowa,395,84
1742,Bajory,98-297,Sanatoryjna,948,64
1743,Baranówek,85-812,Zakole,327,67
1744,Krakowiany,43-226,Lesna,8,85
1745,Banie,37-780,Malownicza,893,
1746,Barchów,34-720,Sliwkowa,748,
1747,Godziszewy,25-649,Daleka,568,
1748,Bachotek,25-694,Spokojna,433,23
1749,Laskowa,90-385,Solecka,879,
1750,Baczki,69-260,Sprezarkowa,947,64
1751,Kranek,68-702,Dworcowa,888,
1752,Bachus,59-932,Topolowa,99,
1753,Antonów,59-348,Swiatowida,436,90
1754,Laskowiec,59-623,Liliowa,21,14
1755,Lubaty,40-901,Nasturcji,858,
1756,Bania,13-340,Slowikow,362,57
1757,Bania,58-693,Szkutnicza,653,30
1758,Grabianowo,18-305,Slonecznikow,657,66
1759,Barcza,77-664,Sliwkowa,936,
1760,Kranek,61-632,Lniana,58,
1761,Antoniewko,27-338,Wisniowa,816,0
1762,Gorzyce,43-966,Letnia,853,
1763,Bachorzewo,77-641,Jodlowa,514,53
1764,Baldwinowice,64-848,Zalesie,144,8
1765,Krzeptów,44-830,Liliowa,700,56
1766,Lubaszcz,34-153,Zlota,594,
1767,Rogalinko,35-227,Rybacka,522,
1768,Kupce,96-357,Szkolna,925,
1769,Kupowo,55-779,Jasna,737,
1770,Krzepice,44-691,Szeroka,424,92
1771,Bañkowszczyzna,98-430,Polna,559,86
1772,Rogalinek,13-908,Krokusow,675,89
1773,Grabia,45-681,Rozana,31,97
1774,Lasaki,68-172,Golebia,468,9
1775,Baraniec,89-712,Jezynowa,763,58
1776,Bania,15-715,Tychowska,590,34
1777,achanowo,73-557,Opalowa,959,53
1778,Kramarka,58-441,Blawatkow,205,
1779,Barcin,83-694,Strumykowa,822,
1780,Gorzów,45-439,Zalesie,586,
1781,achanowo,82-276,Wrzosow,121,1
1782,Bajory,72-171,Szeroka,405,48
1783,Bachmackie,65-541,Szafirkow,552,24
1784,Barcice,36-138,Blawatkow,593,74
1785,Banie,40-826,Promowa,823,
1786,Baliki,79-706,Lniana,890,
1787,Krapkowice,86-883,Szafirkow,189,85
1788,Bagdad,41-847,Szafirkow,962,
1789,Kupowo,64-602,Jabloniowa,430,6
1790,Gorzów,37-346,Jasna,941,29
1791,Bacze,71-217,Zwirowa,87,40
1792,Ladorudzek,34-897,Poziomkowa,577,
1793,Kramkówka,87-156,Malinowa,511,89
1794,Bajory,43-287,Stoczniowcow,562,
1795,Antonowo,73-628,Tulipanow,224,3
1796,Bagienice,51-976,Malinowa,696,73
1797,Rogalinko,84-727,Rzepakowa,949,
1798,Bagniuki,70-932,Slonecznikow,846,72
1799,Barciszewo,52-114,Wedrowna,659,97
1800,Laska,92-598,Zlota,312,
1801,Kraków,59-413,Szafirkow,312,88
1802,Bachlawa,78-512,Lesna,544,
1803,Kupno,31-977,Azaliowa,269,16
1804,Baciki,51-305,Jarzebinowa,307,
1805,Adampol,88-214,Rzeczna,654,
1806,Baczyna,50-231,Grodzka,468,
1807,Baciuty,45-407,Roz,296,
1808,Antoniny,48-532,Fiolkow,28,
1809,Antonowo,16-391,Zacisze,439,47
1810,Lamkowizna,24-588,Azaliowa,986,28
1811,Badów,77-551,Cedrowa,297,38
1812,Bachów,68-323,Diamentowa,214,50
1813,Lakiele,26-677,Skowronkow,544,
1814,Lafajetowo,63-133,Bajkowa,914,34
1815,Bagny,79-134,Rubinowa,884,
1816,Lubatówka,43-288,Limbowa,572,
1817,Krzesimowo,51-625,Zytnia,432,83
1818,Lubcz,24-379,Fiolkow,933,
1819,Bachorzew,83-505,Saperow,825,
1820,Bagdad,47-762,Glogowa,355,
1821,Baniocha,93-648,Daktylowa,549,4
1822,Antoniew,39-122,Zyzna,321,
1823,Lubenia,25-118,Sarzynska,741,62
1824,Lakiele,19-491,Zytnia,135,
1825,Bachury,98-749,Zarnowiecka,168,70
1826,Balcerów,81-163,Lniana,568,
1827,Lubiaszów,83-110,Stokrotek,469,56
1828,Krakówek,78-374,Biwakowa,735,21
1829,Bakaniuk,52-756,Sosnowa,619,
1830,Barchów,86-660,Plowce,407,28
